MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal,AvgPriceRadius_1km,AvgPriceRadius_2km,AvgPriceRadius_5km,AvgPriceRadius_10km,AvgPriceRadius_100km
1.9167,52.0,4.262903225806451,1.0096774193548388,1212.0,1.9548387096774194,37.85,-122.26,1.592,2.0349444444444442,2.2518394642857142,2.358844151785714,2.241503292929293,2.5101758799919724
2.125,50.0,4.242424242424242,1.071969696969697,697.0,2.640151515151515,37.85,-122.26,1.4,2.045611111111111,2.255268035714286,2.359701294642857,2.241891171717172,2.510214410997391
2.775,52.0,5.9395770392749245,1.0483383685800605,793.0,2.395770392749245,37.85,-122.27,1.525,1.6254999999999997,1.767464285714286,2.2490312831858406,2.243378847736625,2.514501595079653
2.1202,52.0,4.052805280528053,0.966996699669967,648.0,2.1386138613861387,37.85,-122.27,1.555,1.6241363636363635,1.7669285714285716,2.2488985398230086,2.243317119341564,2.5144955454728772
1.9911,50.0,5.343675417661098,1.0859188544152745,990.0,2.3627684964200477,37.84,-122.26,1.587,1.7889999999999997,1.8435576923076924,2.203264634146341,2.220217455968689,2.515188935445068
2.6033,52.0,5.465454545454546,1.0836363636363637,690.0,2.5090909090909093,37.84,-122.27,1.629,1.3994615384615388,1.5681509433962268,2.1737377118644066,2.227216059405941,2.5187357910628023
1.3578,40.0,4.524096385542169,1.108433734939759,409.0,2.463855421686747,37.85,-122.27,1.475,1.627772727272727,1.768357142857143,2.2492525221238937,2.2434817283950617,2.5145116777576124
1.7135,42.0,4.478142076502732,1.0027322404371584,929.0,2.5382513661202184,37.85,-122.27,1.598,1.622181818181818,1.7661607142857143,2.248708274336283,2.2432286419753087,2.5144868743698328
1.725,52.0,5.096234309623431,1.1317991631799162,1015.0,2.1234309623430963,37.84,-122.27,1.139,1.4371538461538462,1.5773962264150947,2.175813983050847,2.2281863564356437,2.5188344223027377
2.1806,52.0,5.193846153846154,1.0369230769230768,853.0,2.624615384615385,37.84,-122.27,0.997,1.4480769230769233,1.5800754716981138,2.1764156779661015,2.228467544554456,2.518863005233494
2.6,52.0,5.270142180094787,1.0355450236966826,1006.0,2.3838862559241707,37.84,-122.27,1.326,1.422769230769231,1.5738679245283023,2.1750216101694915,2.2278160594059404,2.5187967814009666
2.4038,41.0,4.495798319327731,1.0336134453781514,317.0,2.6638655462184873,37.85,-122.28,1.075,1.4091176470588231,1.5963829787234045,2.1124656221198155,2.231140659574468,2.517331796273795
2.4597,49.0,4.7280334728033475,1.0209205020920502,607.0,2.5397489539748954,37.85,-122.28,0.938,1.417176470588235,1.599297872340426,2.1130969585253454,2.2314321489361704,2.5173595402997164
1.808,52.0,4.7808564231738035,1.0604534005037782,1102.0,2.7758186397984885,37.85,-122.28,1.055,1.4102941176470587,1.5968085106382983,2.112557788018433,2.2311832127659574,2.5173358464965574
1.6424,50.0,4.40169133192389,1.040169133192389,1131.0,2.3911205073995774,37.84,-122.28,1.089,1.2461111111111112,1.34385,2.1175673214285715,2.215883660531697,2.5213580626262626
1.6875,52.0,4.703225806451613,1.032258064516129,395.0,2.5483870967741935,37.84,-122.28,1.32,1.2204444444444442,1.338075,2.1165360714285715,2.2154112678936606,2.521311395959596
1.9274,49.0,5.068783068783069,1.1825396825396826,863.0,2.2830687830687832,37.84,-122.28,1.223,1.2312222222222222,1.3405,2.116969107142857,2.2156096319018403,2.521330991919192
1.9615,52.0,4.882086167800454,1.090702947845805,1168.0,2.6485260770975056,37.84,-122.28,1.152,1.239111111111111,1.3422749999999999,2.1172860714285715,2.2157548261758686,2.5213453353535353
1.7969,48.0,5.737313432835821,1.2208955223880598,1026.0,3.062686567164179,37.84,-122.27,1.104,1.4398461538461542,1.5780566037735855,2.1759622881355933,2.228255663366337,2.5188414673913044
1.375,49.0,5.0303951367781155,1.1124620060790273,754.0,2.291793313069909,37.83,-122.27,1.049,1.4368333333333332,1.4487234042553194,2.083772573839662,2.18899027833002,2.522858633802817
2.7303,51.0,4.972014925373134,1.0708955223880596,1258.0,2.3470149253731343,37.83,-122.27,1.097,1.4328333333333332,1.4477021276595747,2.0835700421940926,2.1888948508946324,2.522848975855131
1.4861,49.0,4.6022727272727275,1.0681818181818181,570.0,2.159090909090909,37.83,-122.27,0.972,1.44325,1.4503617021276598,2.0840974683544298,2.1891433598409544,2.5228741267605637
1.0972,48.0,4.807486631016043,1.1550802139037433,987.0,2.6390374331550803,37.83,-122.27,1.045,1.4371666666666665,1.448808510638298,2.0837894514767927,2.1889982306163023,2.522859438631791
1.4103,52.0,3.7493796526054592,0.967741935483871,901.0,2.235732009925558,37.83,-122.28,1.039,1.0315,1.1965,2.0291445116279063,2.189138979591837,2.5236504760944123
3.48,52.0,4.757281553398058,1.0679611650485437,689.0,2.2297734627831716,37.83,-122.26,1.914,1.7055333333333336,1.9049166666666668,2.1056886639676113,2.1775952207293665,2.518708181635926
2.5898,52.0,3.4942528735632186,1.0272988505747127,1377.0,1.978448275862069,37.83,-122.26,1.76,1.7158000000000002,1.908125,2.106312145748988,2.1778908061420346,2.5187390557337612
2.0978,52.0,4.215189873417722,1.0607594936708862,946.0,2.3949367088607594,37.83,-122.26,1.554,1.7295333333333334,1.9124166666666669,2.107146153846154,2.1782861996161227,2.518780354851644
1.2852,51.0,3.7590361445783134,1.248995983935743,517.0,2.076305220883534,37.83,-122.26,1.5,1.7331333333333334,1.9135416666666665,2.107364777327935,2.178389846449136,2.5187911808340018
1.025,49.0,3.7724867724867726,1.0687830687830688,462.0,2.4444444444444446,37.84,-122.26,1.188,1.8222499999999997,1.8512307692307695,2.2048865853658537,2.220998277886497,2.5152689274258218
3.9643,52.0,4.797979797979798,1.02020202020202,467.0,2.3585858585858586,37.84,-122.26,1.888,1.7639166666666668,1.8377692307692313,2.202041056910569,2.219628414872799,2.515128590617482
3.0125,52.0,4.941780821917808,1.0650684931506849,660.0,2.26027397260274,37.83,-122.26,1.844,1.7102000000000002,1.906375,2.1059720647773275,2.177729577735124,2.51872221531676
2.6768,52.0,4.335078534031414,1.0994764397905759,718.0,1.8795811518324608,37.83,-122.26,1.823,1.7116,1.9068125,2.106057085020243,2.177769884836852,2.5187264254210104
2.026,50.0,3.700657894736842,1.0592105263157894,616.0,2.026315789473684,37.83,-122.26,1.425,1.7381333333333333,1.9151041666666666,2.1076684210526317,2.1785338003838772,2.5188062169206096
1.7348,43.0,3.9802371541501977,1.233201581027668,558.0,2.205533596837945,37.82,-122.27,1.375,1.2414285714285715,1.462914893617021,1.9943294514767929,2.1364833001988073,2.525046790819408
0.9506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,1.875,1.832857142857143,1.8731632653061228,2.0322050787401578,2.124994401544402,2.5229376200040172
1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27,1.125,1.2592857142857146,1.4682340425531912,1.9953843037974681,2.1369803180914513,2.525097123011878
0.9218,21.0,2.045662100456621,1.0342465753424657,735.0,1.678082191780822,37.82,-122.27,1.719,1.2168571428571429,1.455595744680851,1.9928779746835439,2.135799403578529,2.5249775337225686
1.5045,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27,0.938,1.2726428571428572,1.4722127659574467,1.9961733333333331,2.1373520874751493,2.525134771491846
1.1108,41.0,4.473611111111111,1.1847222222222222,1959.0,2.720833333333333,37.82,-122.27,0.975,1.27,1.4714255319148932,1.9960172151898732,2.137278528827038,2.5251273223273603
1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,1.042,1.2652142857142858,1.4699999999999998,1.9957345147679322,2.1371453280318096,2.5251138332997787
1.6098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28,0.875,0.9905,1.1529761904761906,1.9049072558139533,2.1715423203285424,2.5259394093932674
1.4113,52.0,4.295454545454546,1.1045454545454545,576.0,2.618181818181818,37.82,-122.28,0.831,0.9941666666666668,1.1540238095238096,1.905111906976744,2.1716326694045174,2.5259482785728684
1.5057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,37.82,-122.28,0.875,0.9905,1.1529761904761906,1.9049072558139533,2.1715423203285424,2.5259394093932674
0.8172,52.0,6.102459016393443,1.3729508196721312,728.0,2.9836065573770494,37.82,-122.28,0.853,0.9923333333333333,1.1535,1.9050095813953487,2.1715874948665297,2.525943843983068
1.2171,52.0,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,0.803,0.9965,1.1546904761904762,1.9052421395348835,2.1716901642710478,2.525953922596251
2.5625,2.0,2.7719298245614037,0.7543859649122807,94.0,1.6491228070175439,37.82,-122.29,0.6,0.8311666666666667,1.034138888888889,1.7551576630434782,2.198459540709812,2.5271398243134087
3.3929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,0.757,1.154,1.0318421052631577,1.9106702061855672,2.2054697052631576,2.524337184093662
6.1183,49.0,5.869565217391305,1.2608695652173914,86.0,3.739130434782609,37.82,-122.29,0.75,0.8061666666666666,1.0299722222222223,1.754342445652174,2.198146388308977,2.5271095335218092
0.9011,50.0,6.229508196721311,1.5573770491803278,377.0,3.0901639344262297,37.81,-122.29,0.861,1.0571,1.052735294117647,1.7162759195402297,2.158558393234672,2.528968757073565
1.191,52.0,7.69811320754717,1.490566037735849,521.0,3.2767295597484276,37.81,-122.3,0.761,0.9223333333333334,1.017608695652174,1.568533909774436,2.252794288659794,2.530390085003036
2.5938,48.0,6.225563909774436,1.368421052631579,392.0,2.9473684210526314,37.81,-122.3,0.735,0.9245000000000001,1.0187391304347826,1.5687293984962405,2.2528478969072165,2.53039534709573
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,0.784,0.9204166666666668,1.016608695652174,1.5683609774436091,2.2527468659793812,2.5303854300748836
0.8056,48.0,4.382530120481928,1.0662650602409638,788.0,2.3734939759036147,37.81,-122.3,0.844,0.9154166666666668,1.014,1.5679098496240602,2.2526231546391755,2.530373286784052
2.6094,52.0,6.98639455782313,1.6598639455782314,492.0,3.3469387755102042,37.8,-122.29,0.813,1.4376666666666666,1.3399313793103447,1.756677278481013,2.0968439400428265,2.5313045539146266
1.8516,52.0,6.975609756097561,1.329268292682927,274.0,3.341463414634146,37.81,-122.3,0.85,0.9149166666666667,1.0137391304347827,1.5678647368421053,2.252610783505155,2.5303720724549685
0.9802,46.0,4.584288052373159,1.0540098199672667,1823.0,2.983633387888707,37.81,-122.29,1.292,1.0355500000000002,1.040058823529412,1.713798908045977,2.1576471881606767,2.5288816511721905
1.7719,26.0,6.047244094488189,1.1968503937007875,392.0,3.0866141732283463,37.81,-122.29,0.825,1.0589,1.0537941176470589,1.7164828160919539,2.1586345031712475,2.528976032740501
0.7286,46.0,3.375451263537906,1.0722021660649819,582.0,2.101083032490975,37.81,-122.29,0.952,1.05255,1.0500588235294117,1.7157529310344826,2.15836600422833,2.5289503658043655
1.75,49.0,5.552631578947368,1.3421052631578947,560.0,3.6842105263157894,37.81,-122.29,0.75,1.06265,1.0559999999999998,1.7169138505747126,2.158793065539112,2.5289911903799513
0.4999,46.0,1.7142857142857142,0.5714285714285714,18.0,2.5714285714285716,37.81,-122.29,0.675,1.0664,1.058205882352941,1.717344885057471,2.158951627906977,2.5290063480194016
2.483,20.0,6.2781954887218046,1.2105263157894737,290.0,2.180451127819549,37.81,-122.29,1.375,1.0314,1.0376176470588234,1.713321896551724,2.157471712473573,2.5288648767178654
0.9241,17.0,2.8177676537585423,1.0523917995444192,762.0,1.7357630979498861,37.81,-122.28,1.775,1.1217777777777778,1.227217608695652,1.8534810096153846,2.0997335625,2.5286205635225207
2.4464,36.0,5.724950884086444,1.1041257367387034,1236.0,2.4282907662082516,37.81,-122.28,1.021,1.1636666666666668,1.2436089130434782,1.8571060096153846,2.1013043958333335,2.528772855988689
1.1111,19.0,5.830917874396135,1.173913043478261,721.0,3.4830917874396135,37.81,-122.28,1.083,1.1602222222222223,1.2422610869565216,1.8568079326923077,2.1011752291666665,2.528760333266007
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29,1.125,1.0439,1.0449705882352942,1.7147586781609194,2.1580002536997887,2.5289154021827
2.0114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28,1.313,1.943572857142857,1.4215669999999998,1.8436239175257734,2.0390745435244164,2.530526536752827
1.5,17.0,3.1972318339100347,1.0,609.0,2.1072664359861593,37.81,-122.28,1.625,1.1301111111111113,1.2304784782608695,1.8542021634615387,2.1000460625,2.5286508604322355
1.1667,52.0,3.75,1.0,183.0,3.267857142857143,37.81,-122.27,1.125,1.4661666666666668,1.5345602,1.9155885294117643,2.0777335353535356,2.5282529075867637
1.5208,52.0,3.9080459770114944,1.1149425287356323,200.0,2.2988505747126435,37.81,-122.28,1.125,1.157888888888889,1.2413480434782607,1.8566060096153847,2.1010877291666668,2.5287518501312864
0.8075,52.0,2.490322580645161,1.0580645161290323,346.0,2.232258064516129,37.81,-122.28,1.375,1.1440000000000001,1.235913260869565,1.8554040865384616,2.1005668958333334,2.528701355281761
1.8088,35.0,5.609467455621302,1.0887573964497042,467.0,2.7633136094674557,37.81,-122.28,1.188,1.154388888888889,1.2399784782608696,1.856303125,2.100956479166667,2.5287391254292064
2.4083,52.0,6.721739130434782,1.2434782608695651,377.0,3.2782608695652176,37.81,-122.28,0.982,1.1658333333333333,1.2444567391304346,1.8572935096153846,2.1013856458333335,2.528780733185215
0.977,40.0,2.3157894736842106,1.186842105263158,582.0,1.5315789473684212,37.81,-122.27,1.188,1.4609166666666666,1.5333002,1.9153238235294114,2.077606262626263,2.528240195722357
0.76,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454545,37.81,-122.27,1.625,1.4245,1.5245602,1.9134876890756298,2.0767234343434344,2.5281520197740117
0.9722,10.0,2.6923076923076925,1.0769230769230769,125.0,3.2051282051282053,37.8,-122.27,1.375,1.89750125,1.6970325806451616,1.8972366818181818,1.9990354037267082,2.529866332459149
1.2434,52.0,2.929411764705882,0.9176470588235294,396.0,4.658823529411765,37.8,-122.27,5.00001,1.444375,1.5800967741935485,1.8807593636363638,1.9915302070393377,2.5291350413556586
2.0938,16.0,2.74585635359116,1.0828729281767955,800.0,2.2099447513812156,37.8,-122.27,1.625,1.86625125,1.6889680645161294,1.8961003181818181,1.998517805383023,2.5298158987290704
0.8668,52.0,2.4431818181818183,0.9886363636363636,904.0,10.272727272727273,37.8,-122.28,1.375,1.934715714285714,1.419500333333333,1.8433043298969072,2.0389429087048834,2.530514016558966
0.75,52.0,2.823529411764706,0.9117647058823529,191.0,5.617647058823529,37.8,-122.28,1.625,1.8990014285714285,1.4111669999999996,1.8420156701030928,2.0384121231422507,2.5304635319063005
2.6354,27.0,3.493377483443709,1.1490066225165563,718.0,2.377483443708609,37.79,-122.27,1.875,2.75,1.7990004166666669,1.8663982938388626,1.9268099365750524,2.531395680533118
1.8477,39.0,3.6723768736616704,1.3340471092077089,1327.0,2.841541755888651,37.8,-122.27,1.792,1.84537625,1.6835809677419358,1.8953412272727272,1.9981720496894413,2.5297822089973776
2.0096,36.0,2.294016358157555,1.066293585880327,3469.0,1.493327593628928,37.8,-122.26,1.3,2.0177508333333334,1.8119502499999995,1.8882027125506073,1.973414880952381,2.528504616159581
2.8345,31.0,3.8949152542372882,1.1279661016949152,2048.0,1.735593220338983,37.82,-122.26,1.838,1.8355,1.8739183673469386,2.032350748031496,2.1250658301158296,2.5229450512151037
2.0062,29.0,3.681318681318681,1.1758241758241759,202.0,2.21978021978022,37.81,-122.26,1.25,2.3264,1.974608039215686,1.9535248301886792,2.043002156862745,2.525223377590022
1.2185,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26,1.7,1.845357142857143,1.8767346938775509,2.0328940551181103,2.1253322393822396,2.522972767624021
2.6104,37.0,3.7071428571428573,1.1071428571428572,1838.0,1.8755102040816327,37.82,-122.26,1.931,1.8288571428571427,1.8720204081632652,2.0319846062992126,2.1248862934362935,2.5229263727656157
2.4912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,2.578,2.6847500000000006,2.2538260869565216,1.9740963701067618,2.0285020912547527,2.524065972278023
3.2177,28.0,3.8784235136940546,1.070808283233133,2563.0,1.7120908483633934,37.81,-122.25,2.734,2.6717500000000007,2.2504347826086954,1.9735412099644127,2.028205513307985,2.524034634391322
3.125,39.0,3.745614035087719,1.0614035087719298,389.0,1.706140350877193,37.81,-122.25,2.375,2.7016666666666667,2.2582391304347826,1.9748187900355871,2.028888022813688,2.5241067517075133
2.5795,52.0,3.5154975530179446,1.1435562805872757,895.0,1.4600326264274062,37.81,-122.25,3.5,2.607916666666667,2.2337826086956523,1.970815231316726,2.026749239543726,2.5238807573322624
2.8406,34.0,3.281721632196758,1.0698714365567357,2689.0,1.5030743432084963,37.81,-122.26,3.357,2.1157,1.9332943137254899,1.9455738867924526,2.0388707843137257,2.524799519211426
4.9306,52.0,6.184426229508197,0.9221311475409836,674.0,2.762295081967213,37.82,-122.24,3.134,3.58373,3.1789765,2.068735410447761,2.0953876568265684,2.5177031413717255
3.2727,52.0,4.442982456140351,1.0570175438596492,709.0,1.5548245614035088,37.81,-122.24,2.685,2.9415384615384617,2.567079019607843,2.0203145714285715,2.016281952117864,2.522036147064717
3.1691,52.0,4.165876777251185,1.0900473933649288,686.0,1.6255924170616114,37.81,-122.25,2.594,2.6834166666666674,2.2534782608695654,1.974039430604982,2.028471673003802,2.5240627581357975
3.9,52.0,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,-122.24,2.757,3.618002727272727,3.1884015,2.0701421268656715,2.096083228782288,2.517778526294741
3.9063,28.0,4.160847880299252,1.0660847880299251,1520.0,1.8952618453865338,37.82,-122.25,2.25,2.544363636363636,2.569531224489796,2.0443890188679243,2.1151069475655433,2.5211811529977943
5.0917,52.0,5.628458498023716,1.1422924901185771,550.0,2.1739130434782608,37.82,-122.25,2.625,2.5102727272727274,2.5618781632653063,2.0429739245283014,2.114404700374532,2.5211059574894725
2.6429,32.0,3.7270058708414875,1.0743639921722115,1806.0,1.7671232876712328,37.82,-122.25,2.185,2.5502727272727275,2.570857755102041,2.0446343018867923,2.115228670411985,2.5211941868859036
3.0233,26.0,3.2530813475760065,0.9827444535743632,1749.0,1.4371405094494658,37.82,-122.25,2.55,2.5170909090909093,2.5634087755102044,2.0432569433962264,2.1145451498127343,2.521120996591137
3.1484,52.0,4.578034682080925,1.0770712909441233,939.0,1.8092485549132948,37.83,-122.25,2.241,2.432,2.3551002500000005,2.1090662790697676,2.170255909090909,2.516637592073659
3.4722,35.0,3.822274881516588,1.014218009478673,675.0,1.599526066350711,37.83,-122.25,2.431,2.4184285714285716,2.3503502500000004,2.1083298449612404,2.1698960606060607,2.5165995616493197
3.1429,52.0,4.3951890034364265,0.9862542955326461,534.0,1.8350515463917525,37.83,-122.25,2.316,2.4266428571428578,2.3532252500000004,2.1087755813953493,2.1701138636363635,2.516622580064051
2.4234,28.0,3.0234798314268514,1.053582179409994,2558.0,1.5400361228175798,37.83,-122.25,2.185,2.4360000000000004,2.3565002500000003,2.109283333333334,2.1703619696969696,2.5166488010408328
3.0897,52.0,4.040501446480231,1.0655737704918034,1786.0,1.7222757955641272,37.83,-122.25,2.341,2.424857142857143,2.35260025,2.1086786821705426,2.170066515151515,2.516617576060849
5.8596,50.0,6.742627345844504,1.0697050938337802,970.0,2.6005361930294906,37.84,-122.23,3.276,3.4410000000000003,3.6315566666666665,2.415952125603865,2.189211167608286,2.503959390631203
5.2868,47.0,6.546391752577319,0.9360824742268041,1098.0,2.263917525773196,37.84,-122.23,3.476,3.374333333333333,3.6204455555555555,2.4149859420289856,2.1888345197740113,2.5039196923382296
5.956,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24,3.661,3.2260012500000004,2.995364848484848,2.1493375968992248,2.148622899628253,2.5132852832070203
4.9643,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24,3.35,3.6714300000000004,3.355808461538462,2.5138855980861248,2.2334785177865615,2.501681809315287
6.3434,52.0,6.947890818858561,1.0198511166253101,1061.0,2.632754342431762,37.85,-122.23,3.736,3.8310020000000002,3.633644285714285,2.6196261497326203,2.234441220472441,2.497758804520222
5.1773,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24,3.895,2.9538,3.0386792857142852,2.340083728070175,2.200147693761815,2.506192205648369
7.2354,52.0,7.11716621253406,0.9945504087193461,901.0,2.455040871934605,37.85,-122.24,3.911,3.5912871428571433,3.3342315384615384,2.5112013875598094,2.232369822134387,2.501570145302548
5.457,28.0,5.5303347280334725,1.096234309623431,2031.0,2.1244769874476988,37.85,-122.22,3.373,3.736,3.5444554545454547,2.883979931034483,2.2459766535433077,2.4940109397828234
7.5,50.0,6.127348643006263,0.9874739039665971,1031.0,2.152400835073069,37.84,-122.22,2.952,3.2335000000000003,3.5578341666666664,2.6505776571428576,2.1974073234200744,2.501663911753067
6.0194,44.0,5.735343383584589,1.0,1358.0,2.274706867671692,37.84,-122.21,2.923,3.12975,3.411818181818182,3.005407785714286,2.198017052238806,2.497105893596059
7.5544,40.0,7.631498470948012,1.0305810397553516,1616.0,2.470948012232416,37.83,-122.21,4.115,3.4225000000000003,3.662468666666667,2.5686441379310345,2.1354440942028985,2.5048426865967133
6.0666,30.0,6.446064139941691,1.0087463556851313,844.0,2.4606413994169096,37.84,-122.2,3.115,3.32525,3.4254,3.3264408,2.199091001890359,2.4939146523959153
7.0548,34.0,6.125,0.9879032258064516,1140.0,2.2983870967741935,37.84,-122.21,3.259,3.04575,3.3812727272727274,3.0030077857142863,2.1973901865671643,2.497039686699507
11.6017,18.0,8.335051546391753,1.0824742268041236,533.0,2.747422680412371,37.84,-122.19,3.926,3.154,3.2918571428571433,3.492001066666666,2.2145776984126986,2.48987840571205
7.4882,35.0,6.467268623024831,1.0383747178329572,1072.0,2.419864559819413,37.84,-122.2,3.193,3.30575,3.4176,3.3256608,2.1989435538752367,2.4938993342498033
6.8976,34.0,6.6122715404699735,1.0287206266318538,1627.0,2.1240208877284594,37.83,-122.21,3.333,3.8135000000000003,3.7146019999999997,2.5731383908045977,2.136860760869565,2.5049975074242727
8.2049,28.0,6.978947368421053,0.968421052631579,463.0,2.4368421052631577,37.83,-122.19,3.352,3.6005000000000003,3.5837000000000003,2.941196764705882,2.1317592467043314,2.4971607878192534
8.401,26.0,7.530805687203792,1.0568720379146919,542.0,2.5687203791469195,37.83,-122.2,3.512,3.62225,3.4748461538461535,2.7405857777777785,2.1256521915285456,2.501452724940805
6.8538,29.0,6.657992565055762,1.0074349442379182,661.0,2.45724907063197,37.83,-122.19,3.689,3.432,3.55,2.9378928431372544,2.131124595103578,2.49709457956778
8.317,32.0,6.977186311787072,1.0038022813688212,635.0,2.414448669201521,37.82,-122.19,3.659,3.6475,3.621888888888889,2.4190588321167885,2.0730464022140223,2.503959631018153
7.0175,37.0,6.982954545454546,1.0284090909090908,420.0,2.3863636363636362,37.82,-122.2,3.667,3.5336666666666665,3.733418333333333,2.391172816091954,2.0563554098360655,2.5078252643040986
6.3302,39.0,7.54,1.068,1265.0,2.53,37.82,-122.2,3.628,3.546666666666667,3.736668333333333,2.3913969540229894,2.056426448087432,2.5078329855474166
6.3624,30.0,5.615384615384615,0.7307692307692307,126.0,2.423076923076923,37.81,-122.18,4.833,3.367,2.9971249999999996,2.0987270503597126,2.030826150870406,2.5045576100256564
7.0549,52.0,6.785714285714286,0.9514285714285714,813.0,2.322857142857143,37.82,-122.21,3.314,4.323755,3.8963361111111112,2.265226945812808,2.0583864981949462,2.5095983753223567
6.7851,45.0,6.957746478873239,1.0234741784037558,1067.0,2.504694835680751,37.81,-122.2,3.235,2.964,2.7724583333333332,2.1075279396984925,2.0113050816696916,2.5116234940476194
2.8929,50.0,5.132246376811594,1.0960144927536233,1260.0,2.282608695652174,37.8,-122.21,2.167,2.13125,1.9093181818181817,2.0378428085106384,1.978061887477314,2.5199715275559105
3.0812,38.0,4.628336755646817,1.0985626283367556,951.0,1.9527720739219712,37.8,-122.21,2.331,2.117583333333333,1.905590909090909,2.037144936170213,1.9777642468239565,2.5199387799520765
5.2402,52.0,6.200892857142857,0.9464285714285714,510.0,2.2767857142857144,37.81,-122.21,2.964,3.1189999999999998,2.872423846153846,2.116967720930233,2.013531484794276,2.514798131715082
6.5217,52.0,6.39935064935065,1.0876623376623376,765.0,2.4837662337662336,37.81,-122.22,2.737,3.332,2.8922299999999996,2.106958143459916,2.0077131907308376,2.5180341999201916
3.2632,52.0,4.745652173913044,1.0108695652173914,1129.0,2.4543478260869565,37.8,-122.22,2.277,1.7998571428571426,1.8549803921568628,2.0694178927203066,1.9685900181488203,2.5229616359631555
