"V1";"V2";"V3";"V4";"V5";"V6"
" 9";"14";" 64.29";" 2.387";"société";"1.223099e-01"
"10";"16";" 62.50";" 2.282";"homme";"1.309228e-01"
"*****";"*";"*";"*";"*";"*"
" 4";" 4";"100.00";"5.098";"an";"0.02395899"
"10";"14";" 71.43";"4.410";"falloir";"0.03572311"
" 3";" 3";"100.00";"3.807";"point";"0.05105392"
" 5";" 6";" 83.33";"3.783";"enfin";"0.05178556"
"32";"60";" 53.33";"2.618";"ne";"0.10563647"
"*";"*";"*";"*";"*";"*"
"82";"138";"59.42";"31.142";"*loc_mitterand";"2.398455e-08"
"82";"138";"59.42";"31.142";"*date_1982";"2.398455e-08"
"**";"classe";"3";"**";"";""
"****";"9";"232";"3.88";"****";""
"4";" 5";"80.00";"79.408";"prostitution";"5.051224e-19"
"4";"10";"40.00";"36.566";"penser";"1.475949e-09"
"2";" 3";"66.67";"32.133";"initiative";"1.439958e-08"
"2";" 3";"66.67";"32.133";"fondamental";"1.439958e-08"
"3";" 8";"37.50";"25.117";"fin";"5.394859e-07"
"2";" 4";"50.00";"23.218";"concerner";"1.446030e-06"
"2";" 5";"40.00";"17.880";"nouvelle";"2.352539e-05"
"2";" 7";"28.57";"11.802";"corps";"5.917301e-04"
"1";" 3";"33.33";" 7.071";"versement";"7.833386e-03"
"1";" 3";"33.33";" 7.071";"revenir";"7.833386e-03"
"1";" 3";"33.33";" 7.071";"recevoir";"7.833386e-03"
"1";" 3";"33.33";" 7.071";"punir";"7.833386e-03"
"1";" 3";"33.33";" 7.071";"prestation";"7.833386e-03"
"1";" 3";"33.33";" 7.071";"nécessité";"7.833386e-03"
"1";" 3";"33.33";" 7.071";"internet";"7.833386e-03"
"1";" 3";"33.33";" 7.071";"heureux";"7.833386e-03"
"1";" 3";"33.33";" 7.071";"forme";"7.833386e-03"
"1";" 3";"33.33";" 7.071";"débat";"7.833386e-03"
"1";" 3";"33.33";" 7.071";"crise";"7.833386e-03"
"1";" 3";"33.33";" 7.071";"acquérir";"7.833386e-03"
"2";"11";"18.18";" 6.335";"familial";"1.183832e-02"
"1";" 4";"25.00";" 4.869";"lieu";"2.734012e-02"
"1";" 4";"25.00";" 4.869";"progressivement";"2.734012e-02"
"1";" 4";"25.00";" 4.869";"humain";"2.734012e-02"
"1";" 5";"20.00";" 3.561";"utiliser";"5.913574e-02"
"1";" 5";"20.00";" 3.561";"réduire";"5.913574e-02"
"1";" 5";"20.00";" 3.561";"possible";"5.913574e-02"
"1";" 5";"20.00";" 3.561";"personnel";"5.913574e-02"
"1";" 5";"20.00";" 3.561";"partir";"5.913574e-02"
"1";" 5";"20.00";" 3.561";"ouvrir";"5.913574e-02"
"1";" 5";"20.00";" 3.561";"atteindre";"5.913574e-02"
"2";"16";"12.50";" 3.425";"premier";"6.421432e-02"
"1";" 6";"16.67";" 2.701";"notamment";"1.002868e-01"
"*****";"*";"*";"*";"*";"*"
"1";" 3";"33.33";"7.071";"davantage";"0.007833386"
"1";" 4";"25.00";"4.869";"trop";"0.027340118"
"2";"16";"12.50";"3.425";"là";"0.064214323"
"*";"*";"*";"*";"*";"*"
"7";"72";"9.72";"9.558";"*loc_hollande";"0.001990304"
"7";"72";"9.72";"9.558";"*date_2017";"0.001990304"
"**";"classe";"4";"**";"";""
"****";"4";"232";"1.72";"****";""
"4";" 5";"80.00";"184.786";"connaître";"4.370427e-42"
"1";" 3";"33.33";" 17.922";"génération";"2.301688e-05"
"1";" 3";"33.33";" 17.922";"évolution";"2.301688e-05"
"1";" 3";"33.33";" 17.922";"voie";"2.301688e-05"
"1";" 3";"33.33";" 17.922";"suite";"2.301688e-05"
"1";" 3";"33.33";" 17.922";"reprendre";"2.301688e-05"
"1";" 3";"33.33";" 17.922";"rendre";"2.301688e-05"
"1";" 3";"33.33";" 17.922";"quota";"2.301688e-05"
"1";" 4";"25.00";" 13.014";"remercier";"3.091955e-04"
"1";" 4";"25.00";" 13.014";"nécessaire";"3.091955e-04"
"1";" 5";"20.00";" 10.073";"montrer";"1.504386e-03"
"1";" 5";"20.00";" 10.073";"organisation";"1.504386e-03"
"1";" 5";"20.00";" 10.073";"long";"1.504386e-03"
"1";" 5";"20.00";" 10.073";"convenir";"1.504386e-03"
"1";" 7";"14.29";"  6.722";"appeler";"9.525192e-03"
"1";"15";" 6.67";"  2.312";"politique";"1.283738e-01"
"*****";"*";"*";"*";"*";"*"
"3";"19";"15.79";"24.163";"bien";"8.853589e-07"
"1";" 3";"33.33";"17.922";"peu";"2.301688e-05"
"1";" 4";"25.00";"13.014";"maintenant";"3.091955e-04"
"1";" 8";"12.50";" 5.678";"ici";"1.717641e-02"
"*";"*";"*";"*";"*";"*"
"4";"138";"2.9";"2.772";"*loc_mitterand";"0.09589997"
"4";"138";"2.9";"2.772";"*date_1982";"0.09589997"
"**";"classe";"5";"**";"";""
"****";"102";"232";"43.97";"****";""
"12";"12";"100.00";"16.128";"liberté";"5.919156e-05"
"11";"11";"100.00";"14.717";"fille";"1.248873e-04"
"11";"11";"100.00";"14.717";"également";"1.248873e-04"
" 8";" 8";"100.00";"10.560";"vivre";"1.155472e-03"
" 8";" 8";"100.00";"10.560";"jeune";"1.155472e-03"
"12";"14";" 85.71";"10.541";"ensemble";"1.167591e-03"
"10";"11";" 90.91";"10.329";"simplement";"1.309311e-03"
" 7";" 7";"100.00";" 9.199";"monde";"2.421304e-03"
" 7";" 7";"100.00";" 9.199";"sentir";"2.421304e-03"
" 9";"10";" 90.00";" 8.989";"éducation";"2.715400e-03"
" 9";"10";" 90.00";" 8.989";"seulement";"2.715400e-03"
" 6";" 6";"100.00";" 7.850";"développement";"5.081851e-03"
" 5";" 5";"100.00";" 6.513";"ivg";"1.070939e-02"
" 5";" 5";"100.00";" 6.513";"république";"1.070939e-02"
" 5";" 5";"100.00";" 6.513";"chose";"1.070939e-02"
" 7";" 8";" 87.50";" 6.374";"fois";"1.157879e-02"
"13";"18";" 72.22";" 6.324";"permettre";"1.190850e-02"
"10";"13";" 76.92";" 6.072";"enfant";"1.373435e-02"
" 4";" 4";"100.00";" 5.187";"mouvement";"2.275020e-02"
" 4";" 4";"100.00";" 5.187";"disposer";"2.275020e-02"
" 4";" 4";"100.00";" 5.187";"seul";"2.275020e-02"
" 4";" 4";"100.00";" 5.187";"service";"2.275020e-02"
" 4";" 4";"100.00";" 5.187";"protection";"2.275020e-02"
" 4";" 4";"100.00";" 5.187";"programme";"2.275020e-02"
" 4";" 4";"100.00";" 5.187";"information";"2.275020e-02"
" 4";" 4";"100.00";" 5.187";"garder";"2.275020e-02"
" 4";" 4";"100.00";" 5.187";"engager";"2.275020e-02"
" 4";" 4";"100.00";" 5.187";"collectif";"2.275020e-02"
" 4";" 4";"100.00";" 5.187";"chemin";"2.275020e-02"
" 4";" 4";"100.00";" 5.187";"accès";"2.275020e-02"
" 6";" 7";" 85.71";" 5.106";"tâche";"2.383637e-02"
" 9";"12";" 75.00";" 4.947";"aller";"2.613149e-02"
" 8";"11";" 72.73";" 3.877";"combat";"4.893742e-02"
" 5";" 6";" 83.33";" 3.875";"question";"4.901704e-02"
" 5";" 6";" 83.33";" 3.875";"plan";"4.901704e-02"
" 5";" 6";" 83.33";" 3.875";"considérer";"4.901704e-02"
" 5";" 6";" 83.33";" 3.875";"condition";"4.901704e-02"
" 3";" 3";"100.00";" 3.874";"mère";"4.905064e-02"
" 3";" 3";"100.00";" 3.874";"élever";"4.905064e-02"
" 3";" 3";"100.00";" 3.874";"régime";"4.905064e-02"
" 3";" 3";"100.00";" 3.874";"porter";"4.905064e-02"
" 3";" 3";"100.00";" 3.874";"partiel";"4.905064e-02"
" 3";" 3";"100.00";" 3.874";"garçon";"4.905064e-02"
" 3";" 3";"100.00";" 3.874";"désormais";"4.905064e-02"
" 3";" 3";"100.00";" 3.874";"contraception";"4.905064e-02"
" 3";" 3";"100.00";" 3.874";"citer";"4.905064e-02"
" 3";" 3";"100.00";" 3.874";"arrêter";"4.905064e-02"
" 9";"13";" 69.23";" 3.568";"pays";"5.889095e-02"
" 6";" 8";" 75.00";" 3.239";"passer";"7.189127e-02"
" 7";"10";" 70.00";" 2.875";"état";"8.995480e-02"
" 4";" 5";" 80.00";" 2.693";"serment";"1.007645e-01"
" 4";" 5";" 80.00";" 2.693";"réduire";"1.007645e-01"
" 4";" 5";" 80.00";" 2.693";"possible";"1.007645e-01"
" 4";" 5";" 80.00";" 2.693";"oeuvre";"1.007645e-01"
" 4";" 5";" 80.00";" 2.693";"choix";"1.007645e-01"
" 9";"14";" 64.29";" 2.497";"mettre";"1.140512e-01"
" 5";" 7";" 71.43";" 2.210";"corps";"1.371452e-01"
"*****";"*";"*";"*";"*";"*"
" 6";" 7";"85.71";"5.106";"encore";"0.02383637"
" 6";" 7";"85.71";"5.106";"beaucoup";"0.02383637"
" 7";" 9";"77.78";"4.345";"ainsi";"0.03711412"
"11";"16";"68.75";"4.285";"là";"0.03845107"
"14";"23";"60.87";"2.961";"vouloir";"0.08527899"
"*";"*";"*";"*";"*";"*"
"41";"72";"56.94";"7.139";"*loc_hollande";"0.007544377"
"41";"72";"56.94";"7.139";"*date_2017";"0.007544377"
